h3,tipo,agricultura_med_grandes_patrones,ganaderia_med_grandes_patrones,ganaderia_peq_patrones,ganaderia_sin_asal,agricultura_peq_patrones,agricultura_sin_asal,forestal_peq_patrones,mixta_sin_asal,mixta_med_grandes_patrones,mixta_peq_patrones,forestal_med_grandes_patrones,total,n_sin_asal,n_peq_patr,n_myg_patr,n_agric,n_ganaderia,prop_sin_asal,prop_peq_patr,prop_myg_patr,prop_agric,prop_ganaderia
87c34e7b4ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34e7b5ffffff,Estab. OEDE,0,0,4,0,2,0,0,0,0,0,0,6,0,6,0,2,4,0,1,0,0.3333333333333333,0.6666666666666666
87c34e841ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34e882ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34e895ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34e924ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87c34e928ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34e968ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34e96affffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34e980ffffff,Estab. OEDE,1,0,14,0,5,0,0,0,0,0,0,20,0,19,1,6,14,0,0.95,0.05,0.3,0.7
87c34e982ffffff,Estab. OEDE,1,0,2,0,2,0,0,0,0,0,0,5,0,4,1,3,2,0,0.8,0.2,0.6,0.4
87c34e982ffffff,NAF,1,0,0,0,0,10,0,0,0,0,0,11,10,0,1,11,0,0.9090909090909091,0,0.09090909090909091,1,0
87c34e983ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34e983ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c34e984ffffff,Estab. OEDE,1,0,10,0,13,0,0,0,0,0,0,24,0,23,1,14,10,0,0.9583333333333334,0.041666666666666664,0.5833333333333334,0.4166666666666667
87c34e985ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34e986ffffff,Estab. OEDE,2,2,44,0,25,0,0,0,0,0,0,73,0,69,4,27,46,0,0.9452054794520548,0.0547945205479452,0.3698630136986301,0.6301369863013698
87c34e995ffffff,Estab. OEDE,0,0,4,0,6,0,0,0,0,0,0,10,0,10,0,6,4,0,1,0,0.6,0.4
87c34e9a0ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34e9aeffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34e9b0ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34e9b1ffffff,Estab. OEDE,0,0,9,0,5,0,0,0,0,0,0,14,0,14,0,5,9,0,1,0,0.35714285714285715,0.6428571428571429
87c34e9b2ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34e9b3ffffff,Estab. OEDE,0,0,2,0,2,0,0,0,0,0,0,4,0,4,0,2,2,0,1,0,0.5,0.5
87c34ea01ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea02ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea06ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ea0cffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea0dffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea0effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea10ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ea12ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea14ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34ea14ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ea15ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ea16ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34ea1bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea1effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea23ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea25ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea2bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea30ffffff,Estab. OEDE,0,0,3,0,7,0,0,0,0,0,0,10,0,10,0,7,3,0,1,0,0.7,0.3
87c34ea32ffffff,Estab. OEDE,0,1,27,0,20,0,0,0,0,0,0,48,0,47,1,20,28,0,0.9791666666666666,0.020833333333333332,0.4166666666666667,0.5833333333333334
87c34ea32ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ea33ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea34ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ea36ffffff,Estab. OEDE,0,0,3,0,6,0,0,0,0,0,0,9,0,9,0,6,3,0,1,0,0.6666666666666666,0.3333333333333333
87c34ea41ffffff,Estab. OEDE,0,0,3,0,4,0,0,0,0,0,0,7,0,7,0,4,3,0,1,0,0.5714285714285714,0.42857142857142855
87c34ea41ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ea45ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ea4effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea62ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ea6bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eaa0ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34eaa1ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eaa5ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34eaa6ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eadeffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eae8ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb05ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c34eb0affffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34eb0bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb0cffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb13ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb18ffffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c34eb1cffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb2affffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34eb35ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb35ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34eb36ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb42ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb56ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34eb70ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb85ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34eb88ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34eb89ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ebabffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c34ec06ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ec0bffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ec98ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ecacffffff,Estab. OEDE,1,2,2,0,0,0,0,0,0,0,0,5,0,2,3,1,4,0,0.4,0.6,0.2,0.8
87c34ecb2ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c34ecb6ffffff,Estab. OEDE,0,0,2,0,1,0,0,0,0,0,0,3,0,3,0,1,2,0,1,0,0.3333333333333333,0.6666666666666666
87c34ecb6ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c34ecd9ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c34eceaffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87c34ed34ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ed6cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c34ed9effffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c35004cffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87c350051ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87c350093ffffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c350093ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3500a1ffffff,NAF,0,0,0,1,0,0,0,1,0,0,0,2,2,0,0,0,1,1,0,0,0,0.5
87c3500c2ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c3500cbffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3500f6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350104ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c35010dffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c35012bffffff,NAF,0,0,0,0,0,5,0,0,0,0,0,5,5,0,0,5,0,1,0,0,1,0
87c35016bffffff,NAF,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c350172ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c350173ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c350174ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350176ffffff,NAF,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0,2,0,1,0,0,1,0
87c3501aeffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c3501b3ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3501b4ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350202ffffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c350211ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350213ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350215ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350218ffffff,Estab. OEDE,0,0,2,0,2,0,0,0,0,0,0,4,0,4,0,2,2,0,1,0,0.5,0.5
87c350218ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c35021affffff,Estab. OEDE,0,0,2,0,1,0,0,0,0,0,0,3,0,3,0,1,2,0,1,0,0.3333333333333333,0.6666666666666666
87c35021bffffff,Estab. OEDE,0,1,1,0,0,0,0,0,0,0,0,2,0,1,1,0,2,0,0.5,0.5,0,1
87c35021cffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c35021effffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350230ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350241ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c35024bffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350255ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c35025dffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350262ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350281ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350285ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350290ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350290ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502a1ffffff,Estab. OEDE,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,1,0,0,1
87c3502a2ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c3502a5ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502a6ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502a8ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502a9ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502a9ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502abffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502acffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502adffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c3502aeffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502b1ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502c8ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502e0ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3502e2ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502e4ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c3502f0ffffff,Estab. OEDE,0,0,30,0,14,0,0,0,0,0,0,44,0,44,0,14,30,0,1,0,0.3181818181818182,0.6818181818181818
87c3502f0ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502f4ffffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c3502f4ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c3502f5ffffff,Estab. OEDE,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,1,0,0.5,0.5
87c3502f5ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3502f6ffffff,Estab. OEDE,0,1,6,0,1,0,0,0,0,0,0,8,0,7,1,1,7,0,0.875,0.125,0.125,0.875
87c3502f6ffffff,NAF,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,1,0,0,0,1
87c35034effffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c35039affffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350406ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c35041cffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c35041effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350420ffffff,Estab. OEDE,1,0,5,0,2,0,0,0,0,0,0,8,0,7,1,3,5,0,0.875,0.125,0.375,0.625
87c350421ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350421ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c350422ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350424ffffff,Estab. OEDE,1,0,2,0,1,0,0,0,0,0,0,4,0,3,1,2,2,0,0.75,0.25,0.5,0.5
87c350424ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350425ffffff,Estab. OEDE,0,0,2,0,1,0,0,0,0,0,0,3,0,3,0,1,2,0,1,0,0.3333333333333333,0.6666666666666666
87c35042bffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87c350431ffffff,Estab. OEDE,0,1,1,0,1,0,0,0,0,0,0,3,0,2,1,1,2,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666
87c350435ffffff,Estab. OEDE,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0.5,0.5,1,0
87c350436ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350463ffffff,NAF,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
87c350470ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c350476ffffff,Estab. OEDE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
87c350483ffffff,NAF,0,0,0,2,0,0,0,0,0,0,0,2,2,0,0,0,2,1,0,0,0,1
87c35048affffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c3504a3ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3504aeffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c3504b0ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c3504b3ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c3504c5ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3504d6ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c3504daffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350500ffffff,Estab. OEDE,0,0,3,0,2,0,0,0,0,0,0,5,0,5,0,2,3,0,1,0,0.4,0.6
87c350501ffffff,Estab. OEDE,0,0,3,0,3,0,0,0,0,0,0,6,0,6,0,3,3,0,1,0,0.5,0.5
87c350502ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350503ffffff,Estab. OEDE,0,0,0,0,7,0,0,0,0,0,0,7,0,7,0,7,0,0,1,0,1,0
87c350504ffffff,Estab. OEDE,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0
87c350506ffffff,Estab. OEDE,3,0,0,0,1,0,0,0,0,0,0,4,0,1,3,4,0,0,0.25,0.75,1,0
87c350508ffffff,Estab. OEDE,1,3,61,0,25,0,0,0,0,0,0,90,0,86,4,26,64,0,0.9555555555555556,0.044444444444444446,0.28888888888888886,0.7111111111111111
87c350509ffffff,Estab. OEDE,1,1,5,0,0,0,0,0,0,0,0,7,0,5,2,1,6,0,0.7142857142857143,0.2857142857142857,0.14285714285714285,0.8571428571428571
87c35050affffff,Estab. OEDE,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,2,0,1,0,0,1
87c35050affffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c35050bffffff,Estab. OEDE,0,0,9,0,6,0,0,0,0,0,0,15,0,15,0,6,9,0,1,0,0.4,0.6
87c35050cffffff,Estab. OEDE,1,1,12,0,7,0,0,0,0,0,0,21,0,19,2,8,13,0,0.9047619047619048,0.09523809523809523,0.38095238095238093,0.6190476190476191
87c35050dffffff,Estab. OEDE,0,1,8,0,9,0,0,0,0,0,0,18,0,17,1,9,9,0,0.9444444444444444,0.05555555555555555,0.5,0.5
87c35050effffff,Estab. OEDE,1,0,8,0,3,0,0,0,0,0,0,12,0,11,1,4,8,0,0.9166666666666666,0.08333333333333333,0.3333333333333333,0.6666666666666666
87c350513ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350518ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350519ffffff,NAF,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
87c35051dffffff,Estab. OEDE,0,0,0,0,2,0,0,0,0,0,0,2,0,2,0,2,0,0,1,0,1,0
87c35051effffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c35052affffff,Estab. OEDE,2,0,3,0,0,0,0,0,0,0,0,5,0,3,2,2,3,0,0.6,0.4,0.4,0.6
87c35052bffffff,Estab. OEDE,0,1,3,0,1,0,0,0,0,0,0,5,0,4,1,1,4,0,0.8,0.2,0.2,0.8
87c35052dffffff,Estab. OEDE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
87c35052effffff,Estab. OEDE,1,0,0,0,1,0,0,0,0,0,0,2,0,1,1,2,0,0,0.5,0.5,1,0
87c350531ffffff,Estab. OEDE,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1
87c35054dffffff,NAF,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350552ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350552ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350554ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350555ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c35055dffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
87c350564ffffff,Estab. OEDE,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1
87c350570ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350572ffffff,Estab. OEDE,1,0,3,0,4,0,0,0,0,0,0,8,0,7,1,5,3,0,0.875,0.125,0.625,0.375
87c350572ffffff,NAF,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
87c350573ffffff,Estab. OEDE,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0
